,localx_X,localy_X,vel_X,acc_X,laneID_X,localy_Y,vel_Y,acc_Y,laneID_Y,relative_x,relative_y,relative_distance,num_lanes,duration,direction_X__1.0,direction_X__2.0,direction_X__3.0,direction_X__4.0,direction_Y__1.0,direction_Y__2.0,direction_Y__3.0,direction_Y__4.0,movement_X__1.0,movement_X__2.0,movement_X__3.0,movement_Y__1.0,movement_Y__2.0,movement_Y__3.0,exit_X__201.0,exit_X__203.0,exit_X__204.0,exit_X__205.0,exit_X__206.0,exit_X__207.0,exit_X__208.0,exit_X__209.0,exit_X__210.0,exit_X__211.0,exit_Y__201.0,exit_Y__203.0,exit_Y__204.0,exit_Y__205.0,exit_Y__206.0,exit_Y__207.0,exit_Y__208.0,exit_Y__209.0,exit_Y__210.0,exit_Y__211.0,int_X__0.0,int_X__1.0,int_X__2.0,int_X__3.0,int_X__4.0,int_Y__0.0,int_Y__1.0,int_Y__2.0,int_Y__3.0,int_Y__4.0,section_X__0.0,section_X__1.0,section_X__2.0,section_X__3.0,section_X__4.0,section_X__5.0,section_Y__0.0,section_Y__1.0,section_Y__2.0,section_Y__3.0,section_Y__4.0,section_Y__5.0,distance_x_toexit,distance_y_toexit,range,zero_to_10,ten_to_30,thirty_plus
8437,-14.675999999999998,570.439,0.0,0.0,12,555.379,16.02,0.0,3,9.178353657999999,0.672256098,9.202939973,3,14400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,218.7903268,537.4120169,50,0,1,0
8439,39.268,290.008,0.0,0.0,3,454.777,0.0,0.0,0,-26.46219512,-40.74512195,48.58407901,3,20900,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1264.727347,1173.816125,50,0,1,0
8442,-19.122,1147.3,34.95,-0.03,1,1213.989,36.63,9.83,1,-8.518597561,-18.06859756,19.97600366,3,19400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,773.9900604,1189.512352,50,0,1,0
8444,-24.535999999999998,527.303,2.11,-3.11,1,594.0880000000001,0.0,0.0,12,-11.56981707,-17.03292683,20.59080531,3,37600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,508.2174609,239.71299590000004,50,0,0,1
8445,-13.138,1057.001,40.59,11.25,1,1091.9160000000002,43.74,0.0,3,0.9411585370000001,-13.63079268,13.6632459,3,20100,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,688.7683201,1077.697891,50,0,1,0
8446,-37.766,1285.535,36.06,-11.19,3,1259.267,50.45,-3.07,4,4.439939024,6.9768292679999995,8.26977661,3,30300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1258.576288,1231.8638039999998,50,0,0,1
8452,-32.935,639.0419999999999,30.99,-11.21,2,639.855,0.0,0.0,12,-5.389329267999999,2.254268293,5.841797282999999,3,17900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,620.0756299,281.1710726,50,0,1,0
8454,-14.574000000000002,1605.354,4.98,12.68,1,1628.2620000000002,1.8,0.0,2,4.543597561,-5.9091463420000006,7.454011624,3,41500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1208.3825570000001,1561.608882,50,0,0,1
8455,-16.019000000000002,1024.0330000000001,29.75,-12.16,2,1151.359,35.01,9.0,1,-19.29451219,-32.2652439,37.59420387,3,26100,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1005.8396439999999,777.5869377,50,0,1,0
8456,-14.609000000000002,595.748,1.99,-3.12,12,730.199,34.21,-6.06,1,-14.73201219,-38.39695122,41.12612365,3,57300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,241.19112940000002,710.9118257,50,0,0,1
8457,-14.61,595.572,1.75,-1.78,12,702.9069999999999,51.3,0.0,3,-6.150914633999999,-33.35762195,33.91997484,3,57200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,241.05657200000002,684.7341488,50,0,0,1
8458,-35.510999999999996,643.326,31.11,-11.92,2,594.0880000000001,0.0,0.0,12,0.755792682,16.23658537,16.25416645,3,48000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,624.5270557,239.71299590000004,50,0,0,1
8459,-14.616,594.0880000000001,0.0,0.0,12,642.355,0.0,0.0,12,-6.617378049,-13.14603659,14.71760749,3,38200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,239.71299590000004,283.48620310000007,50,0,0,1
8460,-34.628,488.95,0.0,0.0,2,594.0880000000001,0.0,0.0,12,-19.41676829,-26.22378049,32.62970355,3,33400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,470.6965579,239.71299590000004,50,0,0,1
8461,-14.617,593.774,0.88,-1.77,12,455.406,0.05,0.0,3,0.787804877,48.48689024,48.49328987,3,28500,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,239.4273926,1174.651417,50,0,1,0
8465,-25.221,577.7280000000001,17.79,-14.01,1,639.855,0.0,0.0,12,-11.36615854,-15.55762195,19.26730808,3,18000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,558.5927301,281.1710726,50,0,1,0
8466,-15.862,738.1569999999999,29.1,-7.28,12,751.154,40.05,0.24,1,0.7161585359999999,-4.74695122,4.800669633,3,15800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,374.7052856,731.8328522999999,50,0,1,0
8469,-3.908,1537.1589999999999,30.03,5.87,1,1609.3729999999998,47.23,0.0,1,4.049390244,-20.39390244,20.79203737,3,33900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1149.273363,1211.2843189999999,50,0,0,1
8470,-9.372,820.06,37.97,-2.15,12,783.196,31.75,2.53,12,5.316158537,10.12012195,11.43146578,3,14600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,452.1758188,416.23686360000005,50,0,1,0
8472,48.313,454.777,0.0,0.0,0,322.327,0.0,0.0,2,25.17713415,30.47195122,39.52755868,3,19000,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1173.816125,1293.528949,50,0,1,0
8473,-44.3,591.31,7.39,-10.16,3,509.01800000000003,0.09,-1.79,3,10.425,22.82134146,25.08972402,3,12100,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,573.5078817000001,491.4182123,50,0,1,0
8475,-14.503,613.557,0.0,0.0,12,501.657,5.05,-2.19,1,17.96829268,29.20487805,34.28971338,3,45500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,257.2661972,482.74602639999995,50,0,0,1
8476,-14.503,613.557,0.0,0.0,12,640.544,1.15,0.0,12,-3.843292683,-7.281097561,8.233181666,3,45400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,257.2661972,281.70451339999994,50,0,0,1
8477,-24.537,527.137,2.01,1.36,1,613.555,0.0,0.0,12,-14.33170732,-22.33109756,26.53442581,3,39300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,508.0964873,257.0585905,50,0,0,1
8478,-14.003,613.555,0.0,0.0,12,488.95,0.0,0.0,2,22.1625,31.48871951,38.50604969,3,23700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,257.0585905,470.6965579,50,0,1,0
8479,-39.196999999999996,772.456,51.52,0.0,2,613.555,0.0,0.0,12,13.44268293,45.98597561,47.91049652,3,22700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,749.985038,257.0585905,50,0,1,0
8482,-38.361,1142.017,38.22,-8.27,3,1279.376,38.07,-10.83,1,-20.87134146,-36.28810976,41.86215241,3,18000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1118.285644,904.2748772,50,0,1,0
8483,-26.045,487.67400000000004,0.0,0.0,1,613.984,1.99,-2.63,2,-14.21829268,-35.89176829,38.6054255,3,11800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,468.7787787,595.4028722,50,0,1,0
8484,-3.543,1532.5729999999999,30.3,6.53,1,1478.31,32.4,-12.38,2,3.27347561,16.82195122,17.13749356,3,35800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1144.914445,1432.239081,50,0,0,1
8486,40.163000000000004,339.244,0.0,0.0,3,454.791,0.96,-2.99,3,-19.90121951,-27.24146341,33.73656573,3,24800,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1278.162586,1173.837031,50,0,1,0
8488,-27.639,1150.4489999999998,0.0,0.0,2,1113.482,0.0,-0.03,3,7.082621951,9.282621951,11.67606972,3,52600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1126.939106,1089.800369,50,0,0,1
8489,-37.248000000000005,1244.1989999999998,51.54,-15.84,3,1303.586,51.31,15.84,2,-8.284756097999999,-15.13658537,17.25553245,3,60300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1217.3653689999999,1273.6742359999998,50,0,0,1
8492,-39.153,1593.6729999999998,0.45,0.0,3,1606.0639999999999,0.0,0.0,2,-3.3131097560000002,-0.928963415,3.44088205,3,47000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1535.056366,1541.373734,50,0,0,1
8493,-42.592,509.034,0.0,0.0,3,454.777,0.0,0.0,0,-16.71371951,28.26280488,32.83495941,3,13200,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,491.4182123,1173.816125,50,0,1,0
8494,-6.236000000000001,901.154,44.87,-0.04,1,948.64,40.99,-9.03,2,-2.360670732,-14.99695122,15.18161099,3,65400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,532.7769612,927.9678593,50,0,0,1
8495,-36.692,602.396,21.81,-0.83,2,642.586,1.15,0.0,12,-11.794512199999998,-7.912195122000001,14.202582500000002,3,48600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,583.9734467000001,283.4507707,50,0,0,1
8496,-24.546,524.812,0.0,0.0,1,639.855,0.0,0.0,12,-18.18323171,-30.17103659,35.22671378,3,16600,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,505.7517204,281.1710726,50,0,1,0
8503,-44.581,540.37,1.56,0.0,3,589.933,0.0,0.0,2,-9.105487805,-12.38506098,15.37204097,3,12300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,522.8014348,571.4325021000001,50,0,1,0
8506,-44.316,768.357,51.5,-15.84,3,766.418,46.94,-15.84,1,-4.679268293,2.554573171,5.331172089,3,62200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,747.6091197000001,745.7796839,50,0,0,1
8507,-12.322000000000001,1063.407,38.52,-0.44,1,998.688,50.72,11.2,3,15.45823171,14.98658537,21.53031975,3,27900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,694.4831059999999,978.7692586000001,50,0,1,0
8508,-8.774,1027.329,39.05,-12.15,1,904.453,39.86,-0.04,1,15.74420732,34.73353659,38.13526751,3,21200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,659.4081848,536.3492265,50,0,1,0
8509,-14.860999999999999,701.332,18.0,-6.08,12,654.7869999999999,11.39,11.54,12,5.778658537,12.94817073,14.179140300000002,3,14700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,339.2910881,295.01828439999997,50,0,1,0
8510,-34.629,488.787,1.24,2.61,2,505.279,3.19,0.0,2,-0.693902439,-5.242987805,5.2887069989999995,3,11900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,470.5459585,487.43910439999996,50,0,1,0
8518,-34.628,488.95,0.0,0.0,2,444.962,0.0,0.0,2,-18.33597561,25.95823171,31.78109178,3,15400,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,470.6965579,152.16784909999998,50,0,1,0
8519,-34.746,514.0219999999999,0.0,-0.26,2,562.768,0.0,0.0,2,-6.4768292679999995,-13.37682927,14.86233086,3,16000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,495.6908632,544.2905516,50,0,1,0
8521,-44.071999999999996,492.337,0.0,0.0,3,342.796,0.0,0.0,2,3.382317074,48.60884146,48.72637414,3,27100,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,474.95354299999997,1273.1339890000002,50,0,1,0
8522,-24.795,555.901,0.0,0.0,1,514.0509999999999,0.56,3.16,2,8.274695122,10.17621951,13.11586913,3,10400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,536.8045175,495.71944129999997,50,0,1,0
8524,-42.593,509.00699999999995,0.87,5.97,3,538.382,0.0,0.0,2,-6.294512195,-6.8981707320000005,9.33839618,3,11300,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,491.4191509,519.9082563000001,50,0,1,0
8527,-28.736,1355.4279999999999,51.31,-2.78,2,1410.894,51.72,0.45,1,-4.050609756,-15.61310976,16.12999181,3,70800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1319.890838,1372.3433220000002,50,0,0,1
8530,-35.082,586.45,11.09,0.54,2,454.777,0.0,0.0,0,-4.401219512,48.52804878,48.7272229,3,21100,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,567.9380955,1173.816125,50,0,1,0
8531,-37.196,831.502,41.31,-4.87,3,982.688,45.89,-4.45,3,-19.5304878,-43.33109756,47.52919071,3,26000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,806.9769584,962.7794223,50,0,1,0
8536,55.35,358.495,0.0,0.0,0,486.977,0.87,-5.97,2,3.594817073,-47.11067073,47.24762435,3,12100,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,55.13095845,468.70341389999993,50,0,1,0
8537,-34.628,488.95,0.0,0.0,2,342.796,0.0,0.0,2,5.527439025,46.42835366,46.75622531,3,25400,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,470.6965579,1273.1339890000002,50,0,1,0
8538,-34.628,488.95,0.0,0.0,2,338.279,0.0,0.0,1,8.877439025,46.38506098,47.22692882,3,29200,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,470.6965579,1276.4435460000002,50,0,1,0
8539,-27.375,1000.404,40.66,8.66,3,985.0089999999999,38.17,0.0,2,-1.5353658540000001,5.9277439020000005,6.123356602,3,21500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,980.4954219,964.5365752,50,0,1,0
8540,-25.182,715.799,39.25,0.0,1,568.437,0.0,0.0,3,24.96219512,37.84176829,45.33332784,3,15000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,696.5294018,550.7882013,50,0,1,0
8542,-44.071999999999996,492.337,0.0,0.0,3,488.95,0.0,0.0,2,-2.145121951,2.180487805,3.058770219,3,40700,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,474.95354299999997,470.6965579,50,0,0,1
8543,-42.592,509.01,0.38,4.65,3,492.337,0.0,0.0,3,2.613109756,4.381097561,5.101211467,3,17200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,491.38838489999995,474.95354299999997,50,0,1,0
8546,58.972,444.962,0.0,0.0,2,487.67400000000004,0.0,0.0,1,16.14786585,-24.47134146,29.31893799,3,29000,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,152.16784909999998,468.7787787,50,0,1,0
8548,-19.659000000000002,1099.119,26.17,0.0,1,1204.089,51.33,-15.58,3,-7.048170731,-30.05091463,30.86639242,3,38500,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1079.851531,1179.471976,50,0,0,1
8549,-14.242,1238.1760000000002,32.3,7.22,1,1337.741,51.38,0.9,4,3.8835365860000004,-29.33323171,29.58919294,3,16900,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,863.085642,859.3924356000001,50,0,1,0
8550,-44.503,620.5830000000001,4.9,0.0,3,790.173,24.11,3.04,3,-21.60731707,-44.819512200000005,49.75605314,3,15200,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,602.6940009,765.4604745,50,0,1,0
8551,-18.149,1123.26,48.25,-6.83,1,1116.212,51.42,10.92,3,6.21402439,-0.736890244,6.257563931,3,67800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1099.984141,1094.08535,50,0,0,1
8554,-27.136,924.217,30.64,0.0,3,851.51,36.69,4.45,1,3.2682926830000003,22.452743899999998,22.68936856,3,18800,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,901.3490242,829.3705722,50,0,1,0
8555,-34.617,768.447,46.64,-15.84,2,612.821,0.0,0.0,2,20.51036585,42.15365854,46.8786309,3,16400,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,747.707894,594.2555463,50,0,1,0
8556,-24.633000000000003,965.783,45.9,0.0,3,996.695,41.56,-11.18,1,-8.91707317,-6.212804877999999,10.86798686,3,11000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,945.3610561,627.5962153,50,0,1,0
8559,-44.283,588.497,0.51,4.6,3,636.678,0.0,0.0,2,-9.072865853,-11.93506098,14.99208375,3,10000,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,570.6984927,618.0158561000001,50,0,1,0
